ME1_FO_FLOW_HOUR_INLET,ME1_RPM,ME1_SCAV_AIR_PRESS,ME1_JCW_INLET_TEMP,ME1_JCW_INLET_PRESS,ME1_CYL1_CFW_OUTLET_TEMP,ME1_CYL2_CFW_OUTLET_TEMP,ME1_CYL3_CFW_OUTLET_TEMP,ME1_CYL4_CFW_OUTLET_TEMP,ME1_CYL5_CFW_OUTLET_TEMP,ME1_CYL1_EXH_GAS_OUTLET_TEMP,ME1_CYL2_EXH_GAS_OUTLET_TEMP,ME1_CYL3_EXH_GAS_OUTLET_TEMP,ME1_CYL4_EXH_GAS_OUTLET_TEMP,ME1_CYL5_EXH_GAS_OUTLET_TEMP,ME1_TC1_EXH_INLET_TEMP,ME1_TC1_EXH_OUTLET_TEMP,ME1_TC1_LO_INLET_PRESS,ME1_TC1_LO_OUTLET_TEMP,ME1_LO_INLET_PRESS,ME1_LO_INLET_TEMP,ME1_CYL_PCO_OUTLET_TEMP_AVG
1288.4944070000001,75.77915254,1.559694915,69.56779661,3.7721694919999997,77.0,83.2559322,77.0,76.80677966,76.5779661,357.3118644,363.27288139999996,356.92711860000003,340.92711860000003,351.920339,383.17796610000005,269.79830510000005,2.129423729,61.49152542,2.441694915,48.2,52.991864406000005
1281.359167,75.88583333,1.5631,69.55833333,3.7795333330000003,77.0,83.19833333,77.00333333,76.815,76.55833333,356.895,365.9433333,354.685,339.0666667,354.58,384.5416667,269.71666669999996,2.1282333330000003,61.615,2.446733333,48.2,53.01800000000001
1279.357667,75.83116667,1.5647333330000002,69.57333333,3.7713666669999997,77.02833333,83.19333333,77.005,76.88,76.60166667,354.155,365.0233333,354.655,338.2016667,354.7183333,385.02666669999996,269.7216667,2.124966667,61.68166667,2.427133333,48.21833333,53.038333334
1217.3655,75.88883333,1.5631,69.53333333,3.7779,77.06333333,83.155,77.005,76.835,76.595,355.7866667,366.125,354.45666669999997,337.5316667,353.1166667,385.375,269.9283333,2.129866667,61.66333333,2.4565333330000003,48.20833333,53.031333331999996
1276.448333,75.74466667,1.5484,69.505,3.7632,77.035,83.045,76.995,76.80333333,76.525,356.4983333,361.8666667,356.395,338.29333330000003,351.12,384.1483333,270.21,2.1315,61.53166667,2.433666667,48.2,53.002666668
1232.0815,75.90083333,1.5402333330000002,69.50166667,3.7713666669999997,76.87333333,83.13166667,76.99333333,76.78333333,76.50333333,356.755,358.6216667,355.15166669999996,341.3216667,351.1333333,383.9316667,270.4433333,2.134766667,61.50666667,2.4483666669999997,48.19666667,52.957333332000005
1251.777333,75.83083333,1.5320666669999998,69.505,3.7926,76.81166667,83.07833333,77.1,76.77833333,76.52333333,357.4983333,360.0633333,353.3133333,342.7016667,348.4833333,382.6966667,270.4066667,2.129866667,61.45833333,2.458166667,48.14666667,52.89266666599999
1232.201667,75.81133333,1.5239,69.50333333,3.786066667,76.81833333,83.08166667,77.14666667,76.795,76.52333333,355.45666669999997,358.9916667,351.255,342.5666667,349.4766667,382.5316667,270.76,2.1396666669999997,61.305,2.458166667,48.09,52.862666665999996
1250.922,75.81816667,1.5304333330000002,69.495,3.7877,76.8,83.06833333,77.08,76.71166667,76.51666667,354.34166669999996,355.255,355.7783333,345.14666669999997,349.6116667,385.185,271.03,2.1364,61.30166667,2.4598,48.02166667,52.815333332
1231.878833,75.911,1.5484,69.45666667,3.774633333,76.79833333,82.99333333,76.89,76.69333333,76.49333333,353.5733333,361.15,356.585,343.7683333,348.2966667,384.705,270.77166669999997,2.149466667,61.36833333,2.4712333330000003,48.00666667,52.786
1254.414667,75.87016667,1.5418666669999999,69.37,3.7713666669999997,76.79166667,82.82666667,76.80166667,76.60166667,76.47166667,353.12,361.7966667,355.4716667,341.92,349.08666669999997,384.7016667,270.835,2.1462,61.37166667,2.4598,48.0,52.738333332
1231.8755,75.854,1.535333333,69.38333333,3.7795333330000003,76.78833333,82.815,76.8,76.62166667,76.5,352.97333330000004,360.6133333,355.425,343.5,346.60333330000003,382.6866667,270.84166669999996,2.147833333,61.34166667,2.4549,48.0,52.77333333400001
1231.371667,75.9645,1.527166667,69.45833333,3.7828,76.8,82.95666667,76.8,76.66,76.5,352.5133333,357.795,357.5966667,345.4983333,347.9833333,383.8733333,271.3283333,2.144566667,61.35333333,2.458166667,48.02166667,52.830999999999996
1244.973833,75.953,1.546766667,69.49666667,3.7779,77.02,82.99666667,76.89666667,76.69833333,76.50333333,357.695,357.21,358.61,344.28333330000004,349.77,383.61,271.115,2.1511,61.315,2.463066667,48.005,52.798666667999996
1238.639333,75.96883333,1.5484,69.48666667,3.7877,77.02833333,82.87666667,76.80833333,76.68333333,76.49333333,357.745,364.1666667,356.5966667,343.3866667,348.7,381.52166669999997,271.065,2.156,61.365,2.4549,48.0,52.757333331999995
1243.651525,75.92779661,1.5414237290000001,69.47627119,3.775491525,77.00338983,82.85254237,76.80847458,76.64067797,76.49322034,356.1830508,363.1372881,357.1745763,342.679661,349.4372881,381.1644068,270.9745763,2.1427118640000002,61.37627119,2.463288136,48.0,52.769830508000005
1238.793333,75.78366667,1.5631,69.48833333,3.7779,77.0,82.95666667,76.93,76.7,76.50333333,354.62,362.1266667,355.53,344.0183333,353.8016667,383.29,270.775,2.142933333,61.48666667,2.463066667,48.00833333,52.823
1256.2725,75.90016667,1.5549333330000001,69.34166667,3.769733333,76.915,82.84333333,76.80166667,76.67,76.46,352.4483333,358.475,355.5783333,344.305,355.4216667,384.6233333,270.6816667,2.144566667,61.475,2.458166667,48.0,52.829666666
1225.261833,75.79883333,1.5582,69.35333333,3.7795333330000003,76.835,82.80166667,76.795,76.67333333,76.31666667,353.5,360.8983333,356.055,343.0966667,354.585,383.86,270.55,2.149466667,61.47333333,2.463066667,48.05166667,52.847000002
1261.505,76.00683333,1.561466667,69.47666667,3.781166667,76.975,82.80166667,76.80333333,76.68666667,76.39333333,354.2966667,361.785,355.43,341.73,354.2266667,382.85,270.2966667,2.1462,61.48666667,2.461433333,48.06,52.873333333999994
1214.425667,75.72016667,1.5533,69.49333333,3.789333333,76.95166667,82.8,76.8,76.69666667,76.44333333,354.565,362.7683333,354.78,340.2783333,354.22833330000003,382.24,270.225,2.144566667,61.445,2.443466667,48.03666667,52.839333334
1219.132,76.04366667,1.5418666669999999,69.49333333,3.774633333,76.98,82.8,76.81833333,76.68,76.405,354.2316667,362.8733333,353.875,339.46666669999996,352.97,381.2383333,270.4633333,2.147833333,61.37666667,2.461433333,48.015,52.807666663999996
1270.506833,75.87083333,1.5565666669999998,69.46,3.761566667,77.00666667,82.8,76.80166667,76.69333333,76.48666667,356.28,361.3383333,355.7466667,337.7033333,352.985,380.31,270.1916667,2.1413,61.39833333,2.446733333,48.0,52.807
1206.377667,75.70683333,1.5484,69.50166667,3.7828,77.14833333,82.81666667,76.86833333,76.75666667,76.50333333,358.1016667,360.90833330000004,352.965,336.54333330000003,354.0566667,379.9066667,270.2216667,2.1315,61.43666667,2.45,48.13166667,52.899000002
1270.8345,75.95033333,1.545133333,69.45166667,3.7795333330000003,77.005,82.78333333,76.8,76.7,76.405,358.3216667,360.8583333,350.585,337.575,354.2433333,380.7783333,270.41833330000003,2.1462,61.36833333,2.4483666669999997,48.08166667,52.874333334000006
1202.868667,75.92683333,1.545133333,69.37833333,3.766466667,76.975,82.70333333,76.8,76.66666667,76.30166667,356.7733333,361.1766667,349.5833333,342.0616667,351.9316667,380.4583333,270.4633333,2.1364,61.35333333,2.463066667,48.02333333,52.817999998000005
1283.265833,76.02116667,1.5484,69.49166667,3.7648333330000003,77.0,82.77166667,76.83666667,76.69166667,76.39,353.3116667,361.38,350.4816667,341.16,355.0683333,382.735,270.2533333,2.1364,61.44333333,2.4483666669999997,48.14833333,52.875666665999994
1215.6295,75.84083333,1.571266667,69.485,3.769733333,76.94333333,82.79,76.80333333,76.66666667,76.32,354.7466667,359.8516667,351.7083333,342.0416667,355.65833330000004,383.515,269.7816667,2.138033333,61.49333333,2.451633333,48.14,52.852333332
1271.745167,75.89666667,1.5663666669999998,69.47666667,3.761566667,76.88666667,82.80166667,76.81166667,76.58333333,76.29666667,353.9516667,359.8616667,350.8083333,340.2583333,354.9633333,382.8183333,268.7266667,2.1396666669999997,61.52666667,2.458166667,48.09166667,52.83333333200001
1221.821833,75.90766667,1.568,69.46,3.766466667,76.8,82.80166667,76.89666667,76.57,76.29666667,354.7983333,360.3033333,347.0666667,341.195,352.095,380.77166669999997,268.36,2.1462,61.49,2.4696,48.06,52.818666668000006
1270.829322,75.73372881,1.571322034,69.45254237,3.765525424,76.75254237,82.79661017,76.87118644,76.52372881,76.25932203,352.4372881,359.1627119,351.18135589999997,339.9745763,353.1186441,380.6067797,267.3118644,2.131084746,61.48813559,2.448338983,48.09491525,52.84237288200001
1272.978,75.88866667,1.6072,69.45,3.761566667,76.78166667,82.8,76.82333333,76.58,76.28333333,352.605,360.5016667,355.0716667,341.87,354.9633333,383.0166667,266.8233333,2.138033333,61.66166667,2.4565333330000003,48.15166667,52.87433333399999
1243.783667,75.91433333,1.5908666669999998,69.51166667,3.769733333,76.935,82.81833333,76.92333333,76.69833333,76.30666667,350.545,360.52166669999997,354.41333330000003,341.78,354.8433333,382.9833333,266.7633333,2.142933333,61.69,2.443466667,48.19833333,52.91700000000001
1258.195667,75.8465,1.5925,69.5,3.7632,76.90666667,82.8,76.81666667,76.68833333,76.3,349.0016667,361.1666667,354.95666669999997,340.7366667,352.97333330000004,381.9116667,266.4816667,2.1364,61.59166667,2.453266667,48.14666667,52.88333333199999
1251.161667,75.83683333,1.6006666669999998,69.47166667,3.755033333,76.885,82.79833333,76.8,76.66333333,76.27666667,350.435,360.16,355.0616667,340.5366667,354.04333330000003,382.1433333,266.0066667,2.1364,61.57333333,2.453266667,48.09333333,52.874666665999996
1272.6171669999999,75.80416667,1.584333333,69.33,3.773,76.80833333,82.73166667,76.71166667,76.51,76.20166667,351.44,358.96166669999997,355.77166669999997,341.2016667,353.15166669999996,381.6666667,266.15833330000004,2.1396666669999997,61.5,2.45,48.02,52.801
1221.235333,75.93583333,1.5925,69.36,3.7795333330000003,76.795,82.72166667,76.71333333,76.57166667,76.24,352.0733333,360.0933333,355.8166667,339.825,351.1833333,379.89666669999997,265.865,2.147833333,61.45166667,2.4549,48.0,52.77
1246.381,75.82966667,1.584333333,69.38166667,3.7632,76.81,82.76,76.78833333,76.65166667,76.3,353.525,359.3633333,354.1783333,341.135,349.64666669999997,379.22833330000003,265.88,2.147833333,61.385,2.451633333,47.98666667,52.728333332
1262.245,75.88283333,1.579433333,69.3,3.7648333330000003,76.79833333,82.7,76.7,76.56,76.225,351.965,359.2583333,356.64666669999997,338.895,348.9966667,377.765,265.66833330000003,2.142933333,61.31166667,2.463066667,47.995,52.715999999999994
1244.181167,75.82283333,1.579433333,69.33,3.751766667,76.81166667,82.725,76.755,76.62166667,76.27666667,350.14666669999997,358.3466667,357.13,340.295,349.32,378.1533333,265.7133333,2.1396666669999997,61.35333333,2.4483666669999997,48.0,52.773666666
1275.317833,75.9165,1.5859666669999999,69.36166667,3.761566667,76.85833333,82.76666667,76.755,76.67333333,76.295,347.5016667,358.28,357.5066667,340.3766667,352.495,380.0283333,265.82,2.144566667,61.32833333,2.451633333,48.00666667,52.77866666799999
1220.817833,75.71783333,1.5745333330000002,69.305,3.7681,76.79833333,82.70166667,76.74833333,76.64166667,76.215,347.8233333,358.8866667,355.335,340.2266667,353.1433333,380.5633333,265.8266667,2.1413,61.33,2.463066667,47.99833333,52.738999998
1278.5215,75.723,1.581066667,69.3,3.769733333,76.8,82.7,76.71666667,76.57666667,76.2,344.21166669999997,358.20666669999997,357.3166667,341.58166669999997,352.52666669999996,380.47333330000004,265.775,2.149466667,61.3,2.45,47.99833333,52.723333333999996
1210.3010000000002,75.7405,1.584333333,69.3,3.7583,76.79833333,82.69666667,76.69,76.55,76.2,344.535,358.65166669999996,356.10333330000003,340.3333333,351.82,380.535,265.64666669999997,2.134766667,61.335,2.4451,48.01,52.752666666
1278.036667,75.84383333,1.571266667,69.345,3.7681,76.77666667,82.69833333,76.7,76.575,76.19666667,347.6316667,358.2366667,354.995,339.93,351.7216667,380.0716667,265.62,2.149466667,61.32666667,2.45,48.05333333,52.786666667999995
1214.5230000000001,75.98033333,1.584333333,69.3,3.750133333,76.7,82.57,76.59,76.49166667,76.07666667,347.775,358.55,356.45666669999997,339.3116667,350.3983333,380.1333333,265.23,2.147833333,61.40666667,2.4647,47.99833333,52.70600000200001
1266.4035,75.9515,1.561466667,69.28,3.7713666669999997,76.57166667,82.5,76.50166667,76.33333333,76.00833333,346.9583333,357.40166669999996,355.055,340.7966667,348.7733333,379.53,266.0683333,2.1413,61.22166667,2.463066667,47.92166667,52.636
1205.484576,75.98694915,1.571322034,69.28474576,3.7505762710000004,76.50169492,82.50677966,76.5,76.32033898,76.01016949,346.9779661,357.0661017,355.2711864,340.9186441,350.3050847,380.3084746,265.75254240000004,2.1526779659999997,61.19661017,2.464949153,47.86271186,52.600677964
1284.275333,75.836,1.5729,69.3,3.755033333,76.615,82.60166667,76.58,76.435,76.08666667,346.3183333,358.86,355.5016667,341.02666669999996,349.065,379.42,265.3233333,2.144566667,61.18333333,2.466333333,47.89166667,52.618333334
1210.3825,75.97816667,1.5647333330000002,69.30166667,3.7534,76.7,82.63666667,76.625,76.46166667,76.09166667,346.4983333,359.7683333,356.0,341.3,347.88,377.97,265.5233333,2.144566667,61.2,2.461433333,47.92833333,52.640333334000005
1262.9055,75.83383333,1.5647333330000002,69.3,3.769733333,76.59833333,82.525,76.51166667,76.355,76.04833333,348.555,357.4933333,355.83666669999997,340.5066667,347.335,377.29333330000003,265.4983333,2.1396666669999997,61.18,2.461433333,47.89,52.625
1205.111167,75.79616667,1.569633333,69.30166667,3.7681,76.74166667,82.60666667,76.545,76.39333333,76.05833333,352.215,355.1383333,355.61,340.8333333,347.5533333,378.175,265.28333330000004,2.1462,61.18666667,2.467966667,47.935,52.662
1268.4165,75.84016667,1.571266667,69.3,3.766466667,76.8,82.59166667,76.57666667,76.33333333,76.06166667,348.855,356.8183333,355.99,342.0133333,347.64,378.495,264.9683333,2.1462,61.2,2.461433333,47.97333333,52.680666668
1199.4515,75.9275,1.5647333330000002,69.3,3.759933333,76.79833333,82.52333333,76.585,76.305,76.06666667,350.28333330000004,355.9166667,353.9883333,340.005,347.6733333,377.135,265.21666669999996,2.142933333,61.12,2.4647,47.97833333,52.68299999999999
1265.187167,75.9025,1.579433333,69.3,3.759933333,76.8,82.52666667,76.63,76.30666667,76.10166667,348.7466667,356.28333330000004,355.3666667,343.6183333,347.3683333,377.21666669999996,264.5633333,2.149466667,61.21,2.4549,47.99166667,52.703333334
1236.222833,75.85583333,1.5663666669999998,69.3,3.761566667,76.80666667,82.515,76.515,76.305,76.075,348.665,356.135,355.8616667,342.5633333,345.40833330000004,375.9316667,264.765,2.1462,61.18333333,2.463066667,47.99833333,52.697
1211.035167,75.75083333,1.561466667,69.29666667,3.7713666669999997,76.715,82.5,76.49166667,76.31333333,76.03166667,348.1066667,356.1116667,354.70666669999997,341.6933333,347.1316667,377.65166669999996,264.8216667,2.144566667,61.07,2.458166667,47.95833333,52.65500000000001
1243.026,75.82966667,1.545133333,69.21166667,3.766466667,76.51333333,82.33166667,76.405,76.25666667,75.90166667,345.5466667,355.4366667,354.64666669999997,342.87,344.53833330000003,377.08166669999997,265.1983333,2.149466667,60.90666667,2.466333333,47.81166667,52.561999998
1205.854667,75.89733333,1.5631,69.22333333,3.769733333,76.49333333,82.32333333,76.34166667,76.22333333,75.915,347.9316667,357.8466667,355.8916667,339.2666667,345.6783333,376.47333330000004,264.75,2.152733333,60.88666667,2.4745,47.84833333,52.552333332
1261.811333,75.83166667,1.5565666669999998,69.29666667,3.7583,76.50666667,82.43333333,76.48166667,76.3,75.985,350.185,354.8833333,355.9983333,339.54,346.58666669999997,376.41833330000003,264.4483333,2.1543666669999997,60.955,2.481033333,47.86,52.575666666000004
1199.5435,75.7915,1.5565666669999998,69.29666667,3.773,76.5,82.41166667,76.41,76.3,75.96,351.0183333,356.1016667,354.90833330000004,336.615,347.5483333,373.21,264.5183333,2.1543666669999997,60.82166667,2.477766667,47.81666667,52.536
1251.184667,75.852,1.545133333,69.3,3.7566666669999997,76.45666667,82.45,76.45166667,76.305,75.97166667,351.7466667,355.1166667,352.5533333,334.815,349.445,373.925,264.5033333,2.157633333,60.805,2.472866667,47.80333333,52.535000000000004
1200.449153,75.83728814,1.563016949,69.23559322,3.7605423730000003,76.39322034,82.38305085,76.33220339,76.3,75.97288136,349.1728814,354.7,352.1559322,335.6728814,348.79322030000003,374.0169492,264.3322034,2.151016949,60.82372881,2.47159322,47.79830508,52.50101694799999
1262.0175,75.85866667,1.561466667,69.225,3.751766667,76.49666667,82.325,76.30833333,76.3,75.97333333,348.8733333,353.5183333,349.0666667,337.3266667,346.9966667,373.1116667,264.15,2.1609,60.82166667,2.481033333,47.80166667,52.483000000000004
1194.565,75.79566667,1.545133333,69.26833333,3.7583,76.5,82.32166667,76.325,76.30333333,75.99,349.6116667,351.1316667,348.775,338.4316667,347.785,373.3933333,264.665,2.157633333,60.79833333,2.481033333,47.815,52.561666668
1247.137833,75.88,1.527166667,69.20666667,3.766466667,76.475,82.30166667,76.31333333,76.31,75.91166667,348.6566667,351.775,346.6066667,339.83166669999997,349.1,373.705,264.7966667,2.156,60.775,2.4745,47.8,52.54233333399999
1200.5925,75.83,1.5549333330000001,69.2,3.7632,76.35666667,82.3,76.41833333,76.24,75.83,349.3333333,352.2683333,344.9583333,342.97833330000003,349.445,374.3866667,264.4416667,2.156,60.72166667,2.476133333,47.8,52.472
1257.4175,75.76266667,1.5565666669999998,69.2,3.766466667,76.31,82.30166667,76.46833333,76.24,75.83,348.8033333,352.9516667,345.02,340.775,349.5183333,375.295,264.1216667,2.1543666669999997,60.77833333,2.481033333,47.78333333,52.496666665999996
1200.6651669999999,75.81933333,1.5647333330000002,69.25333333,3.7632,76.45333333,82.37333333,76.49666667,76.3,75.98833333,349.735,352.78333330000004,345.91,340.27666669999996,350.1316667,376.02666669999996,263.73,2.156,60.85166667,2.477766667,47.80166667,52.538
1258.563,75.9985,1.5582,69.24833333,3.759933333,76.48333333,82.36166667,76.5,76.3,75.99166667,348.7316667,352.66333330000003,346.7666667,337.3516667,350.6266667,375.6616667,263.645,2.156,60.78666667,2.481033333,47.8,52.524666665999995
1207.194,75.69800000000001,1.546766667,69.20166667,3.7534,76.48,82.305,76.465,76.29333333,76.0,346.7266667,351.6366667,347.04,338.71166669999997,346.66,373.9333333,264.0083333,2.156,60.75333333,2.472866667,47.795,52.507000000000005
1240.805,75.68866667,1.536966667,69.2,3.7681,76.495,82.29166667,76.30166667,76.205,75.99333333,342.8866667,352.84166669999996,348.74,340.2083333,344.0583333,372.825,264.1883333,2.157633333,60.63666667,2.4843,47.75833333,52.409999998
1199.502667,75.8505,1.5484,69.22333333,3.755033333,76.50166667,82.30333333,76.37666667,76.25,76.02,345.08166669999997,352.5966667,349.17,340.41,344.09,373.355,263.77666669999996,2.159266667,60.72333333,2.4843,47.8,52.513
1244.056667,75.82866667,1.535333333,69.20833333,3.750133333,76.44833333,82.29,76.31833333,76.22,76.01166667,345.735,352.305,349.21166669999997,338.905,344.8283333,373.29333330000003,264.08666669999997,2.157633333,60.7,2.492466667,47.8,52.469666666
1222.730667,75.885,1.5337,69.2,3.755033333,76.31666667,82.205,76.29833333,76.2,75.915,344.9866667,353.1866667,347.76,337.1083333,346.64666669999997,374.645,264.03,2.152733333,60.66833333,2.4892,47.8,52.447666665999996
1189.82,75.843,1.527166667,69.015,3.7681,76.24833333,82.11166667,76.205,76.09666667,75.71,346.3883333,352.89,345.4066667,335.8016667,346.6066667,374.3516667,264.125,2.152733333,60.63833333,2.4843,47.79666667,52.443666668000006
1241.095167,75.76316667,1.550033333,68.99,3.7713666669999997,76.27833333,82.06166667,76.125,76.035,75.61833333,347.28,353.02166669999997,349.415,335.8666667,348.5933333,375.125,263.6716667,2.156,60.71666667,2.4843,47.79166667,52.43699999999999
1198.285167,75.9095,1.550033333,69.195,3.769733333,76.475,82.265,76.22,76.2,75.78666667,346.4966667,354.2466667,352.5316667,334.255,346.15833330000004,374.27666669999996,263.78333330000004,2.1543666669999997,60.67833333,2.487566667,47.75166667,52.392666666000004
1247.844237,75.82474576,1.5580338980000001,69.19830508,3.773830508,76.41355932,82.3,76.21864407,76.2,75.8,344.2949153,354.8322034,353.6152542,337.8338983,345.3881356,373.54745760000003,263.54406780000005,2.1576610169999997,60.70677966,2.4832203390000003,47.7,52.335593222
1192.1316669999999,75.83333333,1.5402333330000002,69.2,3.769733333,76.355,82.31166667,76.265,76.18833333,75.8,344.94,351.63,350.0066667,339.4116667,344.5416667,371.5183333,263.3766667,2.1543666669999997,60.65,2.510433333,47.7,52.329666666
1255.810167,75.8335,1.559833333,69.18833333,3.769733333,76.22833333,82.21666667,76.2,76.13333333,75.76,347.585,353.8083333,348.28333330000004,340.51,346.02666669999996,371.8683333,263.09,2.156,60.62166667,2.495733333,47.7,52.306333334
1207.070667,75.76983333,1.5565666669999998,69.16333333,3.789333333,76.21666667,82.20166667,76.20333333,76.115,75.71166667,350.235,355.2583333,348.11,337.545,346.2016667,371.7583333,262.8216667,2.1658,60.69333333,2.492466667,47.7,52.313333334000006
1246.056833,75.70833333,1.5549333330000001,69.2,3.776266667,76.34,82.27333333,76.22333333,76.19833333,75.75,352.77,353.495,350.71666669999996,336.1,344.5233333,370.03833330000003,262.8683333,2.164166667,60.66833333,2.500633333,47.7,52.32899999999999
1198.435167,75.9085,1.5533,69.16166667,3.774633333,76.33166667,82.20166667,76.195,76.10833333,75.7,349.1383333,350.72833330000003,351.3516667,336.4583333,345.33666669999997,371.62,262.9866667,2.1625333330000003,60.565,2.510433333,47.70333333,52.293333333999996
1250.970333,75.839,1.561466667,69.19833333,3.776266667,76.38666667,82.27166667,76.22666667,76.19833333,75.72,347.1833333,350.8566667,349.72833330000003,338.235,347.0033333,373.63,262.8383333,2.159266667,60.72,2.497366667,47.8,52.432333334
1203.200167,75.66199999999999,1.561466667,69.2,3.7828,76.38,82.3,76.23666667,76.19666667,75.77333333,346.845,353.33166669999997,350.98,337.3566667,348.8733333,374.86,262.7133333,2.159266667,60.77833333,2.492466667,47.8,52.471000002000004
1252.404333,75.957,1.561466667,69.2,3.776266667,76.35833333,82.3,76.29333333,76.2,75.8,346.87,353.725,349.6566667,337.6083333,345.1833333,372.42,262.7866667,2.159266667,60.72,2.477766667,47.795,52.441666666
1200.160333,75.82416667,1.559833333,69.2,3.7713666669999997,76.3,82.29333333,76.25666667,76.195,75.79333333,345.47,352.7816667,350.985,338.28833330000003,347.77166669999997,372.8766667,262.8816667,2.159266667,60.74333333,2.495733333,47.79,52.39566666400001
1251.441,75.8025,1.5663666669999998,69.17,3.761566667,76.3,82.21,76.2,76.12333333,75.74,345.91,353.155,352.2433333,337.315,345.8166667,372.9816667,262.495,2.159266667,60.73,2.492466667,47.74333333,52.32899999999999
1206.922833,75.73483333,1.5631,69.2,3.774633333,76.3,82.23666667,76.20833333,76.18666667,75.8,347.4816667,353.7983333,352.5316667,337.6866667,342.9116667,371.075,262.095,2.1609,60.725,2.4941,47.745,52.361999998
1242.239,75.87016667,1.561466667,69.15,3.7779,76.28333333,82.2,76.19166667,76.02666667,75.77833333,345.3466667,355.09166669999996,353.3083333,337.82,343.545,370.5233333,262.1733333,2.1625333330000003,60.73333333,2.487566667,47.7,52.32233333399999
1214.5565,75.839,1.561466667,69.05166667,3.769733333,76.23666667,82.19833333,76.05833333,76.00833333,75.7,349.58666669999997,352.13,354.28,335.1183333,345.2216667,371.9933333,262.3183333,2.156,60.66333333,2.492466667,47.7,52.29600000000001
1256.482373,75.89118644,1.561355932,69.17457627,3.7721694919999997,76.42881356,82.27457627,76.19491525,76.18474576,75.70169492,350.079661,351.09152539999997,353.5711864,330.1016949,348.3135593,373.7237288,262.0169492,2.160983051,60.68305085,2.4832203390000003,47.7,52.329491526000005
1208.222167,75.83816667,1.5663666669999998,69.11666667,3.761566667,76.39166667,82.23833333,76.135,76.19166667,75.7,348.39,349.6233333,355.68,331.3066667,346.12,372.4216667,261.815,2.157633333,60.65,2.495733333,47.69666667,52.303333334
