,ME1_FO_FLOW_HOUR_INLET,ME1_RPM,ME1_SCAV_AIR_PRESS,ME1_CYL1_PCO_OUTLET_TEMP,ME1_CYL2_PCO_OUTLET_TEMP,ME1_CYL3_PCO_OUTLET_TEMP,ME1_CYL4_PCO_OUTLET_TEMP,ME1_CYL5_PCO_OUTLET_TEMP,ME1_JCW_INLET_TEMP,ME1_JCW_INLET_PRESS,ME1_CYL1_CFW_OUTLET_TEMP,ME1_CYL2_CFW_OUTLET_TEMP,ME1_CYL3_CFW_OUTLET_TEMP,ME1_CYL4_CFW_OUTLET_TEMP,ME1_CYL5_CFW_OUTLET_TEMP,ME1_CYL1_EXH_GAS_OUTLET_TEMP,ME1_CYL2_EXH_GAS_OUTLET_TEMP,ME1_CYL3_EXH_GAS_OUTLET_TEMP,ME1_CYL4_EXH_GAS_OUTLET_TEMP,ME1_CYL5_EXH_GAS_OUTLET_TEMP,ME1_TC1_EXH_INLET_TEMP,ME1_TC1_EXH_OUTLET_TEMP,ME1_TC1_LO_INLET_PRESS,ME1_TC1_LO_OUTLET_TEMP,ME1_LO_INLET_PRESS,ME1_LO_INLET_TEMP
4828,1171.6505,75.81816667,1.47,54.96833333,55.2,56.13833333,55.15,56.00333333,70.2,3.6701,78.785,78.8,78.36,79.00666667,78.00833333,372.5783333,370.2733333,366.57,348.37,365.0633333,387.24,281.53,2.0237,65.01,2.3193333330000003,50.5
4829,1176.376167,75.83833333,1.4716333330000002,54.80666667,55.26166667,56.04833333,55.13166667,56.005,70.25666667,3.6701,78.65833333,78.94166667,78.41666667,79.015,78.035,371.665,372.4683333,365.1183333,349.39666669999997,364.3183333,387.2316667,281.2483333,2.022066667,65.01,2.3324,50.50166667
4830,1172.9865,75.85866667,1.47,54.80333333,55.31166667,56.10666667,55.09,56.03833333,70.27333333,3.663566667,78.61,79.19833333,78.46833333,79.03833333,78.07666667,369.325,373.0833333,366.7466667,349.245,363.41,386.9916667,281.44,2.022066667,65.00833333,2.3324,50.5
4831,1172.722167,75.77233333,1.47,54.79833333,55.31,56.03,55.04,56.00166667,70.20833333,3.678266667,78.5,79.2,78.38666667,79.0,78.04166667,369.005,372.9033333,366.8333333,348.1966667,363.2383333,386.58166669999997,281.4966667,2.0171666669999997,64.99833333,2.3275,50.5
4832,1176.529333,75.83866667,1.47,54.8,55.30166667,56.005,55.04,56.0,70.21333333,3.6799,78.56666667,79.18333333,78.36,79.0,78.03,365.95666669999997,372.5133333,365.5933333,347.9583333,362.96166669999997,386.9383333,281.465,2.0237,64.99666667,2.3258666669999997,50.49666667
4833,1178.020167,75.80666667,1.47,54.85833333,55.285,56.07666667,55.13,56.0,70.21833333,3.671733333,78.65833333,79.10666667,78.36166667,79.0,78.02333333,366.1016667,371.885,367.05,349.23,363.005,386.8066667,281.6616667,2.0139,64.98833333,2.3193333330000003,50.5
4834,1176.635333,75.89533333,1.478166667,54.95333333,55.29166667,56.06833333,55.135,56.00166667,70.21833333,3.661933333,78.7,79.01166667,78.36833333,79.0,78.00166667,369.04,372.0583333,369.5783333,347.9916667,364.0683333,386.64666669999997,281.42,2.0139,65.00666667,2.3258666669999997,50.5
4835,1178.441167,75.742,1.4765333330000001,54.89,55.3,56.07166667,55.15833333,56.055,70.23333333,3.678266667,78.7,79.1,78.40666667,79.04,78.065,368.7133333,371.47,369.2816667,348.1533333,364.635,387.3616667,281.22833330000003,2.0188,65.07333333,2.3275,50.5
4836,1174.765254,75.77661017,1.478305085,54.8,55.29491525,56.022033900000004,55.05762712,56.00169492,70.20338983,3.675830508,78.6,79.06440678,78.33559322,79.01694915,78.03728814,367.79152539999995,372.0644068,367.2169492,348.1762712,363.95932200000004,387.62203389999996,281.3084746,2.0247796609999997,64.99491525,2.325423729,50.48813559
4837,1173.387167,75.81033333,1.4716333330000002,54.8,55.26,56.005,55.01333333,56.0,70.20333333,3.678266667,78.60666667,79.05666667,78.32333333,79.01666667,78.02333333,366.43,371.31,366.3,348.16333330000003,364.5616667,387.415,281.5716667,2.0286,64.98333333,2.324233333,50.49
4838,1176.546,75.73733333,1.4732666669999999,54.8,55.26833333,56.005,55.005,55.99666667,70.20666667,3.675,78.59,79.02166667,78.35333333,79.00666667,78.00666667,367.975,370.0516667,366.16,349.09,364.10333330000003,387.675,281.4866667,2.022066667,64.98833333,2.324233333,50.49166667
4839,1174.576667,75.76116667,1.47,54.8,55.25166667,56.005,55.02833333,56.0,70.21,3.675,78.53333333,78.99833333,78.405,79.0,78.00166667,367.0083333,369.77666669999996,365.5716667,350.14666669999997,363.615,387.5516667,281.5116667,2.0237,65.0,2.3177,50.49166667
4840,1177.427667,75.8475,1.4732666669999999,54.80333333,55.225,56.02666667,55.03,56.00833333,70.20666667,3.6652,78.54166667,78.99,78.37666667,79.005,78.03833333,370.0166667,367.9216667,365.15833330000004,348.315,363.015,386.71166669999997,281.58166669999997,2.010633333,64.97833333,2.3258666669999997,50.485
4841,1174.459167,75.80333333,1.47,54.8,55.265,56.03333333,55.03833333,56.00333333,70.20166667,3.6684666669999997,78.51333333,78.99666667,78.35,79.0,78.015,371.0516667,367.46166669999997,363.7683333,349.84166669999996,363.625,386.2683333,281.9033333,2.0253333330000003,64.96,2.3128,50.495
4842,1173.452,75.86783333,1.4765333330000001,54.8,55.22166667,56.00166667,55.00833333,55.99666667,70.23833333,3.6684666669999997,78.56166667,78.985,78.44833333,79.05166667,78.03166667,370.515,369.4,364.71166669999997,349.29333330000003,364.1383333,387.33,281.48,2.0286,65.0,2.3373,50.47166667
4843,1172.2155,75.817,1.47,54.8,55.215,56.0,55.0,55.99,70.205,3.6701,78.56,78.92833333,78.33333333,79.00833333,78.0,369.47,367.4716667,367.5933333,349.6983333,364.29,387.2566667,281.65166669999996,2.020433333,64.95166667,2.338933333,50.45333333
